"","ï..lat","lng","address","dispatch","response_time","calculatedResponse"
"471",47.64,-122.355,"109-113 McGraw Street, Seattle, WA 98109, USA","Seattle Medic 18",541,557.960493086845
"472",47.64,-122.35,"360 McGraw Street, Seattle, WA 98109, USA","Seattle Medic 18",567,582.786485579148
"473",47.64,-122.345,"501-599 McGraw Street, Seattle, WA 98109, USA","Seattle Medic 18",541,557.960493086845
"474",47.64,-122.34,"2146 Lake Union Trail, Seattle, WA 98109, USA","Seattle Medic 18",517,535.044192324719
"475",47.64,-122.335,"2301 Fairview Avenue East, Seattle, WA 98102, USA","Seattle Medic 1",506,524.540887808745
"476",47.64,-122.33,"2301 Fairview Avenue East, Seattle, WA 98102, USA","Seattle Medic 1",506,524.540887808745
"477",47.64,-122.325,"214 East Lynn Street, Seattle, WA 98102, USA","Seattle Medic 1",453,473.93405695905
"478",47.64,-122.32,"2310 10th Avenue East, Seattle, WA 98102, USA","Seattle Medic 1",513,531.224808864365
"479",47.64,-122.315,"1333 East Interlaken Boulevard, Seattle, WA 98112, USA","Seattle Medic 1",559,575.147718658439
"480",47.64,-122.31,"1611 East McGraw Street, Seattle, WA 98112, USA","Seattle Medic 1",615,628.619087103399
"481",47.64,-122.305,"2000-2198 East McGraw Street, Seattle, WA 98112, USA","Seattle Medic 1",647,659.174154786234
"482",47.64,-122.3,"2320 25th Avenue East, Seattle, WA 98112, USA","Seattle Medic 1",643,655.354771325879
"483",47.64,-122.295,"Arboretum Drive East, Seattle, WA 98112, USA","Seattle Medic 1",937,936.07945566192
"484",47.64,-122.29,"3326-3332 East Shore Drive, Seattle, WA 98112, USA","Seattle Medic 1",902,902.65985038382
"485",47.64,-122.285,"2315-2319 38th Avenue East, Seattle, WA 98112, USA","Seattle Medic 1",902,902.65985038382
"486",47.64,-122.28,"2328 McGilvra Boulevard East, Seattle, WA 98112, USA","Seattle Medic 1",903,903.614696248909
"487",47.64,-122.275,"2325 43rd Avenue East, Seattle, WA 98112, USA","Seattle Medic 1",935,934.169763931743
"488",47.6,-122.34,"17706 Seattle Ferry Terminal, Seattle, WA 98104, USA","Seattle Medic 10",269,298.242417782752
"489",47.6,-122.335,"62-74 South Main Street, Seattle, WA 98104, USA","Seattle Medic 10",158,192.254526757921
"490",47.6,-122.33,"302-350 South Main Street, Seattle, WA 98104, USA","Seattle Medic 10",39,78.6278688123803
"491",47.6,-122.325,"651 South Main Street, Seattle, WA 98104, USA","Seattle Medic 10",106,142.602541773315
"492",47.6,-122.315,"1303-1351 South Main Street, Seattle, WA 98144, USA","Seattle Medic 1",170,203.712677138984
"493",47.6,-122.31,"1700 South Main Street, Seattle, WA 98144, USA","Seattle Medic 1",267,296.332726052575
"494",47.6,-122.305,"2031 South Main Street, Seattle, WA 98144, USA","Seattle Medic 1",323,349.804094497535
"495",47.6,-122.3,"201-323 25th Avenue South, Seattle, WA 98144, USA","Seattle Medic 1",416,438.604759950773
"496",47.6,-122.295,"304 29th Avenue South, Seattle, WA 98144, USA","Seattle Medic 1",468,488.256744935379
"497",47.6,-122.29,"3226-3298 South Frink Place, Seattle, WA 98144, USA","Seattle Medic 1",489,508.308508102239
"498",47.6,-122.285,"301 Lakeside Avenue South, Seattle, WA 98144, USA","Seattle Medic 1",603,617.160936722336
"499",47.645,-122.42,"4799 West Armour Street, Seattle, WA 98199, USA","Seattle Medic 18",807,811.949493200406
"500",47.645,-122.415,"2626 Magnolia Lane West, Seattle, WA 98199, USA","Seattle Medic 18",795,800.491342819343
"501",47.645,-122.41,"4101-4199 West Armour Street, Seattle, WA 98199, USA","Seattle Medic 18",687,697.367989389777
"502",47.645,-122.405,"2671-2675 Bishop Place West, Seattle, WA 98199, USA","Seattle Medic 18",576,591.380098364945
"503",47.645,-122.4,"3317 West Armour Street, Seattle, WA 98199, USA","Seattle Medic 18",565,580.87679384897
"504",47.645,-122.395,"2812 30th Avenue West, Seattle, WA 98199, USA","Seattle Medic 18",510,528.360271269099
"505",47.645,-122.39,"2807 26th Avenue West, Seattle, WA 98199, USA","Seattle Medic 18",451,472.024365228873
"506",47.645,-122.385,"2807 22nd Avenue West, Seattle, WA 98199, USA","Seattle Medic 18",386,409.959383998116
"507",47.645,-122.38,"2880-2998 20th Avenue West, Seattle, WA, USA","Seattle Medic 18",399,422.372380244267
"508",47.645,-122.375,"2801 14th Avenue West, Seattle, WA 98119, USA","Seattle Medic 18",336,362.217090743687
"509",47.645,-122.37,"905 West Armour Street, Seattle, WA 98119, USA","Seattle Medic 18",400,423.327226109356
"510",47.645,-122.365,"700 West Raye Street, Seattle, WA 98119, USA","Seattle Medic 18",419,441.469297546039
"511",47.645,-122.355,"108-148 Newell Street, Seattle, WA 98109, USA","Seattle Medic 18",441,462.475906577987
"512",47.645,-122.35,"2724 4th Avenue North, Seattle, WA 98109, USA","Seattle Medic 18",580,595.199481825299
"513",47.645,-122.345,"Cheshiahud Loop, Seattle, WA 98109, USA","Seattle Medic 18",464,484.437361475025
"514",47.645,-122.34,"2201-2315 North Northlake Place, Seattle, WA 98103, USA","Seattle Medic 18",675,685.909839008714
"515",47.645,-122.335,"2163-2183 North Northlake Way, Seattle, WA 98103, USA","Seattle Medic 16",559,575.147718658439
"516",47.645,-122.33,"2727 Fairview Avenue East, Seattle, WA 98102, USA","Seattle Medic 16",470,490.166436665556
"517",47.645,-122.325,"2714 Eastlake Avenue East, Seattle, WA 98102, USA","Seattle Medic 16",418,440.51445168095
"518",47.645,-122.32,"2715 10th Avenue East, Seattle, WA 98102, USA","Seattle Medic 16",361,386.088237370901
"519",47.645,-122.315,"1205-1207 East Hamlin Street, Seattle, WA 98102, USA","Seattle Medic 16",417,439.559605815862
"520",47.645,-122.31,"1804 East Hamlin Street, Seattle, WA 98112, USA","Seattle Medic 16",454,474.888902824139
"521",47.645,-122.305,"Bill Dawson Trail, Seattle, WA 98112, USA","Seattle Medic 16",382,406.140000537761
"522",47.645,-122.3,"Washington 520, Seattle, WA 98112, USA","Seattle Medic 16",418,440.51445168095
"523",47.645,-122.295,"Washington 520, Seattle, WA 98112, USA","Seattle Medic 16",848,851.098173669037
"524",47.645,-122.29,"Evergreen Point Floating Bridge, Seattle, WA 98112, USA","Seattle Medic 16",389,412.823921593381
"525",47.65,-122.42,"4721 West Bertona Street, Seattle, WA 98199, USA","Seattle Medic 18",753,760.387816485623
"526",47.65,-122.415,"4515 West Bertona Street, Seattle, WA 98199, USA","Seattle Medic 18",727,735.56182399332
"527",47.65,-122.41,"3243 West Viewmont Way West, Seattle, WA 98199, USA","Seattle Medic 18",644,656.309617190968
"528",47.65,-122.405,"3315-3323 37th Avenue West, Seattle, WA 98199, USA","Seattle Medic 18",589,603.793094611096
"529",47.65,-122.4,"3241 33rd Avenue West, Seattle, WA 98199, USA","Seattle Medic 18",560,576.102564523528
"530",47.65,-122.395,"3200-3242 30th Avenue West, Seattle, WA 98199, USA","Seattle Medic 18",480,499.714895316442
"531",47.65,-122.39,"3248-3252 26th Avenue West, Seattle, WA 98199, USA","Seattle Medic 18",394,417.598150918824
"532",47.65,-122.385,"3253 22nd Avenue West, Seattle, WA 98199, USA","Seattle Medic 18",365,389.907620831256
"533",47.65,-122.38,"3257 17th Avenue West, Seattle, WA 98119, USA","Seattle Medic 18",327,353.62347795789
"534",47.65,-122.375,"3245 14th Avenue West, Seattle, WA 98119, USA","Seattle Medic 18",258,287.739113266778
"535",47.65,-122.37,"3283-3287 Conkling Place West, Seattle, WA 98119, USA","Seattle Medic 18",365,389.907620831256
"536",47.65,-122.355,"Burke-Gilman Trail, Seattle, WA 98103, USA","Seattle Medic 18",406,429.056301299887
"537",47.65,-122.35,"3452 Fremont Avenue North, Seattle, WA 98103, USA","Seattle Medic 18",426,448.153218601659
"538",47.65,-122.345,"3501 Albion Place North, Seattle, WA 98103, USA","Seattle Medic 18",516,534.08934645963
"539",47.65,-122.34,"3521-3527 Ashworth Avenue North, Seattle, WA 98103, USA","Seattle Medic 18",592,606.657632206362
"540",47.65,-122.335,"3525 Burke Avenue North, Seattle, WA 98103, USA","Seattle Medic 16",522,539.818421650162
"541",47.65,-122.33,"Sunnyside Avenue North, Seattle, WA 98103, USA","Seattle Medic 16",494,513.082737427682
"542",47.65,-122.325,"10 East Allison Street, Seattle, WA 98102, USA","Seattle Medic 16",487,506.398816372062
"543",47.65,-122.32,"3204 Fuhrman Avenue East, Seattle, WA 98102, USA","Seattle Medic 16",448,469.159827633607
"544",47.65,-122.29,"Evergreen Point Floating Bridge, Seattle, WA 98112, USA","Seattle Medic 16",387,410.914229863204
"545",47.65,-122.285,"3222 43rd Avenue Northeast, Seattle, WA 98105, USA","Seattle Medic 16",810,814.814030795671
"546",47.65,-122.28,"Northeast 31st Street, Seattle, WA 98105, USA","Seattle Medic 16",868,870.195090970809
"547",47.65,-122.275,"3042-3048 East Laurelhurst Drive Northeast, Seattle, WA 98105, USA","Seattle Medic 16",877,878.788703756606
"548",47.655,-122.425,"4799 West Ruffner Street, Seattle, WA 98199, USA","Seattle Medic 18",741,748.92966610456
"549",47.655,-122.42,"4798 West Roberts Way, Seattle, WA 98199, USA","Seattle Medic 18",673,684.000147278537
"550",47.655,-122.415,"4500-4598 West Emerson Street, Seattle, WA 98199, USA","Seattle Medic 18",648,660.129000651322
"551",47.655,-122.41,"Wisconsin Street, Seattle, WA 98199, USA","Seattle Medic 18",712,721.239136016991
"552",47.655,-122.405,"3652-3798 West Emerson Street, Seattle, WA 98199, USA","Seattle Medic 18",545,561.779876547199
"553",47.655,-122.4,"3829 33rd Avenue West, Seattle, WA 98199, USA","Seattle Medic 18",535,552.231417896313
"554",47.655,-122.395,"3827 29th Avenue West, Seattle, WA 98199, USA","Seattle Medic 18",481,500.66974118153
"555",47.655,-122.39,"3801-3831 26th Avenue West, Seattle, WA 98199, USA","Seattle Medic 18",365,389.907620831256
"556",47.655,-122.385,"3717-3799 Gilman Avenue West, Seattle, WA 98199, USA","Seattle Medic 18",319,345.984711037181
"557",47.655,-122.38,"3826 18th Avenue West, Seattle, WA 98119, USA","Seattle Medic 18",308,335.481406521207
"558",47.655,-122.375,"3801-3899 14th Avenue West, Seattle, WA 98119, USA","Seattle Medic 18",216,247.635586933058
"559",47.655,-122.37,"815-931 West Ewing Street, Seattle, WA 98119, USA","Seattle Medic 18",268,297.287571917664
"560",47.655,-122.365,"3901 6th Avenue Northwest, Seattle, WA 98107, USA","Seattle Medic 18",323,349.804094497535
"561",47.655,-122.36,"220 Northwest Bowdoin Place, Seattle, WA 98107, USA","Seattle Medic 18",288,316.384489219435
"562",47.655,-122.355,"3950-3954 Greenwood Avenue North, Seattle, WA 98103, USA","Seattle Medic 18",351,376.539778720016
"563",47.655,-122.35,"3965 Fremont Avenue North, Seattle, WA 98103, USA","Seattle Medic 18",404,427.14660956971
"564",47.655,-122.345,"3929 Woodland Park Avenue North, Seattle, WA 98103, USA","Seattle Medic 18",486,505.443970506973
"565",47.655,-122.34,"3920 Ashworth Avenue North, Seattle, WA 98103, USA","Seattle Medic 16",523,540.77326751525
"566",47.655,-122.335,"3923 Burke Avenue North, Seattle, WA 98103, USA","Seattle Medic 16",476,495.895511856087
"567",47.655,-122.33,"3923-3929 Sunnyside Avenue North, Seattle, WA 98103, USA","Seattle Medic 16",447,468.204981768519
"568",47.655,-122.325,"300-398 Northeast Pacific Street, Seattle, WA 98105, USA","Seattle Medic 16",393,416.643305053736
"569",47.655,-122.32,"793-849 Northeast Northlake Place, Seattle, WA 98105, USA","Seattle Medic 16",427,449.108064466747
"570",47.655,-122.29,"Northeast Union Bay Place, Seattle, WA 98105, USA","Seattle Medic 16",688,698.322835254865
"571",47.655,-122.285,"3940 Northeast Surber Drive, Seattle, WA 98105, USA","Seattle Medic 16",717,726.013365342434
"572",47.655,-122.28,"3600-3604 West Laurelhurst Drive Northeast, Seattle, WA 98105, USA","Seattle Medic 16",775,781.394425517571
"573",47.655,-122.275,"3711 48th Avenue Northeast, Seattle, WA 98105, USA","Seattle Medic 16",810,814.814030795671
"574",47.655,-122.27,"51st Avenue Northeast, Seattle, WA 98105, USA","Seattle Medic 16",824,828.181872906911
"575",47.66,-122.435,"Utah Street, Seattle, WA 98199, USA","Seattle Medic 18",780,786.168654843014
"576",47.66,-122.43,"1400 Discovery Park Boulevard, Seattle, WA 98199, USA","Seattle Medic 18",745,752.749049564914
"577",47.66,-122.425,"917 Discovery Park Boulevard, Seattle, WA 98199, USA","Seattle Medic 18",711,720.284290151902
"578",47.66,-122.42,"917 Discovery Park Boulevard, Seattle, WA 98199, USA","Seattle Medic 18",653,664.903229976765
"579",47.66,-122.415,"916 Discovery Park Boulevard, Seattle, WA 98199, USA","Seattle Medic 18",617,630.528778833576
"580",47.66,-122.41,"670 Washington Avenue, Seattle, WA 98199, USA","Seattle Medic 18",563,578.967102118793
"581",47.66,-122.405,"Texas Way, Seattle, WA 98199, USA","Seattle Medic 18",510,528.360271269099
"582",47.66,-122.4,"3301 West Government Way, Seattle, WA 98199, USA","Seattle Medic 18",425,447.19837273657
"583",47.66,-122.395,"4416 29th Avenue West, Seattle, WA 98199, USA","Seattle Medic 18",424,446.243526871482
"584",47.66,-122.39,"4425 26th Avenue West, Seattle, WA 98199, USA","Seattle Medic 18",407,430.011147164976
"585",47.66,-122.385,"2200-2280 West Commodore Way, Seattle, WA 98199, USA","Seattle Medic 18",346,371.765549394573
"586",47.66,-122.38,"Northwest Dock, Seattle, WA 98199, USA","Seattle Medic 18",461,481.572823879759
"587",47.66,-122.375,"15th Avenue Northwest, Seattle, WA 98107, USA","Seattle Medic 18",116,152.151000424201
"588",47.66,-122.37,"4499 9th Avenue Northwest, Seattle, WA 98107, USA","Seattle Medic 18",293,321.158718544878
"589",47.66,-122.365,"619 Northwest Bright Street, Seattle, WA 98107, USA","Seattle Medic 18",247,277.235808750804
"590",47.66,-122.36,"4335 Baker Avenue Northwest, Seattle, WA 98107, USA","Seattle Medic 18",311,338.345944116473
"591",47.66,-122.355,"302 North 44th Street, Seattle, WA 98103, USA","Seattle Medic 18",304,331.662023060853
"592",47.66,-122.35,"4316-4372 Fremont Avenue North, Seattle, WA 98103, USA","Seattle Medic 18",362,387.04308323599
"593",47.66,-122.345,"4402 Woodland Park Avenue North, Seattle, WA 98103, USA","Seattle Medic 18",459,479.663132149582
"594",47.66,-122.34,"1398 North 44th Street, Seattle, WA 98103, USA","Seattle Medic 16",469,489.211590800467
"595",47.66,-122.335,"4328 Burke Avenue North, Seattle, WA 98103, USA","Seattle Medic 16",490,509.263353967327
"596",47.66,-122.33,"4331-4333 Sunnyside Avenue North, Seattle, WA 98103, USA","Seattle Medic 16",398,421.417534379179
"597",47.66,-122.325,"4335-4339 Latona Avenue Northeast, Seattle, WA 98105, USA","Seattle Medic 16",337,363.171936608776
"598",47.66,-122.32,"4318 8th Avenue Northeast, Seattle, WA 98105, USA","Seattle Medic 16",328,354.578323822978
"599",47.66,-122.29,"3503-3507 Northeast 43rd Street, Seattle, WA 98105, USA","Seattle Medic 16",667,678.271072088005
"600",47.66,-122.285,"Talaris Way, Seattle, WA 98105, USA","Seattle Medic 16",727,735.56182399332
"601",47.66,-122.28,"4325-4331 Northeast 43rd Street, Seattle, WA 98105, USA","Seattle Medic 16",777,783.304117247748
"602",47.66,-122.275,"4839 Northeast 43rd Street, Seattle, WA 98105, USA","Seattle Medic 16",806,810.994647335317
"603",47.66,-122.27,"4314-4398 54th Avenue Northeast, Seattle, WA 98105, USA","Seattle Medic 16",864,866.375707510454
"604",47.665,-122.435,"Utah Street, Seattle, WA 98199, USA","Seattle Medic 18",779,785.213808977926
"605",47.665,-122.43,"1400 Utah Avenue, Seattle, WA 98199, USA","Seattle Medic 18",791,796.671959358988
"606",47.665,-122.425,"1101-1199 Discovery Park Boulevard, Seattle, WA 98199, USA","Seattle Medic 18",686,696.413143524688
"607",47.665,-122.42,"5011 Bernie Whitebear Way, Seattle, WA 98199, USA","Seattle Medic 18",722,730.787594667877
"608",47.665,-122.415,"Texas Way, Seattle, WA 98199, USA","Seattle Medic 18",641,653.445079595702
"609",47.665,-122.41,"Texas Way, Seattle, WA 98199, USA","Seattle Medic 18",591,605.702786341274
"610",47.665,-122.405,"3634 West Lawton Street, Seattle, WA 98199, USA","Seattle Medic 18",606,620.025474317602
"611",47.665,-122.4,"3204-3328 West Commodore Way, Seattle, WA 98199, USA","Seattle Medic 18",479,498.760049451353
"612",47.665,-122.395,"3030 West Commodore Way, Seattle, WA 98199, USA","Seattle Medic 18",474,493.98582012591
"613",47.665,-122.39,"4447 27th Avenue West, Seattle, WA 98199, USA","Seattle Medic 18",449,470.114673498696
"614",47.665,-122.385,"5245 Shilshole Avenue Northwest, Seattle, WA 98107, USA","Seattle Medic 18",284,312.565105759081
"615",47.665,-122.38,"1706-1798 Northwest Dock Place, Seattle, WA 98107, USA","Seattle Medic 18",155,189.389989162655
"616",47.665,-122.375,"1411-1437 Northwest 50th Street, Seattle, WA 98107, USA","Seattle Medic 18",116,152.151000424201
"617",47.665,-122.37,"926 Northwest 50th Street, Seattle, WA 98107, USA","Seattle Medic 18",190,222.809594440755
"618",47.665,-122.365,"615-621 Northwest 50th Street, Seattle, WA 98107, USA","Seattle Medic 18",228,259.093737314121
"619",47.665,-122.36,"223-227 Northwest 50th Street, Seattle, WA 98107, USA","Seattle Medic 18",225,256.229199718855
"620",47.665,-122.355,"312 North 50th Street, Seattle, WA 98103, USA","Seattle Medic 18",313,340.25563584665
"621",47.665,-122.35,"705 North 50th Street, Seattle, WA 98103, USA","Seattle Medic 18",345,370.810703529484
"622",47.665,-122.345,"1021 North 50th Street, Seattle, WA 98103, USA","Seattle Medic 16",366,390.862466696344
"623",47.665,-122.34,"1451 North 50th Street, Seattle, WA 98103, USA","Seattle Medic 16",284,312.565105759081
"624",47.665,-122.335,"1851-1909 North 50th Street, Seattle, WA 98103, USA","Seattle Medic 16",357,382.268853910547
"625",47.665,-122.33,"2309 North 50th Street, Seattle, WA 98103, USA","Seattle Medic 16",335,361.262244878598
"626",47.665,-122.325,"310 Northeast 50th Street, Seattle, WA 98105, USA","Seattle Medic 16",253,282.964883941335
"627",47.665,-122.32,"700-798 Northeast 50th Street, Seattle, WA 98105, USA","Seattle Medic 16",204,236.177436551995
"628",47.665,-122.315,"1202 Northeast 50th Street, Seattle, WA 98105, USA","Seattle Medic 16",314,341.210481711738
"629",47.665,-122.31,"1616 Northeast 50th Street, Seattle, WA 98105, USA","Seattle Medic 16",371,395.636696021787
"630",47.665,-122.305,"2102 Northeast 50th Street, Seattle, WA 98105, USA","Seattle Medic 16",431,452.927447927102
"631",47.665,-122.295,"3017 Northeast 50th Street, Seattle, WA 98105, USA","Seattle Medic 16",536,553.186263761402
"632",47.665,-122.29,"5001-5041 35th Avenue Northeast, Seattle, WA 98105, USA","Seattle Medic 16",514,532.179654729453
"633",47.665,-122.285,"3917 Northeast 50th Street, Seattle, WA 98105, USA","Seattle Medic 16",628,641.032083349551
"634",47.665,-122.28,"4402 Northeast 50th Street, Seattle, WA 98105, USA","Seattle Medic 16",665,676.361380357828
"635",47.665,-122.275,"4800-4898 Northeast 50th Street, Seattle, WA 98105, USA","Seattle Medic 16",733,741.290899183851
"636",47.665,-122.27,"5300-5398 Northeast 50th Street, Seattle, WA 98105, USA","Seattle Medic 16",724,732.697286398054
"637",47.665,-122.265,"5600 Northeast Penrith Road, Seattle, WA 98105, USA","Seattle Medic 16",759,766.116891676154
"638",47.665,-122.26,"6000 Northeast Windermere Road, Seattle, WA 98105, USA","Seattle Medic 16",757,764.207199945977
"639",47.67,-122.425,"5011 Bernie Whitebear Way, Seattle, WA 98199, USA","Seattle Medic 18",730,738.426361588585
"640",47.67,-122.42,"5400 47th Avenue West, Seattle, WA 98199, USA","Seattle Medic 18",701,710.735831501017
"641",47.67,-122.415,"4541 West Sheridan Street, Seattle, WA 98199, USA","Seattle Medic 18",694,704.051910445397
"642",47.67,-122.41,"5617 Bay Terrace Road, Seattle, WA 98199, USA","Seattle Medic 18",643,655.354771325879
"643",47.67,-122.405,"5623 Seaview Avenue Northwest, Seattle, WA 98107, USA","Seattle Medic 18",381,405.185154672673
"644",47.67,-122.4,"3235 Northwest 57th Street, Seattle, WA 98107, USA","Seattle Medic 18",431,452.927447927102
"645",47.67,-122.395,"2843-2849 Northwest 57th Street, Seattle, WA 98107, USA","Seattle Medic 18",324,350.758940362624
"646",47.67,-122.39,"5601-5699 26th Avenue Northwest, Seattle, WA 98107, USA","Seattle Medic 18",279,307.790876433638
"647",47.67,-122.385,"5601 22nd Avenue Northwest, Seattle, WA 98107, USA","Seattle Medic 18",181,214.215981654958
"648",47.67,-122.38,"1719-1727 Northwest 57th Street, Seattle, WA 98107, USA","Seattle Medic 18",102,138.78315831296
"649",47.67,-122.375,"1443-1461 Northwest 57th Street, Seattle, WA 98107, USA","Seattle Medic 18",72,110.137782360303
"650",47.67,-122.37,"927 Northwest 57th Street, Seattle, WA 98107, USA","Seattle Medic 18",143,177.931838781592
"651",47.67,-122.365,"5616 7th Avenue Northwest, Seattle, WA 98107, USA","Seattle Medic 18",171,204.667523004072
"652",47.67,-122.36,"215-219 Northwest 56th Street, Seattle, WA 98107, USA","Seattle Medic 18",197,229.493515496375
"653",47.67,-122.355,"300-398 North 56th Street, Seattle, WA 98103, USA","Seattle Medic 18",288,316.384489219435
"654",47.67,-122.35,"363-377 Woodland Park Loop, Seattle, WA 98103, USA","Seattle Medic 18",588,602.838248746008
"655",47.67,-122.345,"5777-6253 West Green Lake Way North, Seattle, WA 98103, USA","Seattle Medic 16",301,328.797485465587
"656",47.67,-122.34,"5542 East Green Lake Way North, Seattle, WA 98103, USA","Seattle Medic 16",224,255.274353853767
"657",47.67,-122.335,"5549-5553 Kenwood Place North, Seattle, WA 98103, USA","Seattle Medic 16",253,282.964883941335
"658",47.67,-122.33,"2317-2321 North 57th Street, Seattle, WA 98103, USA","Seattle Medic 16",291,319.249026814701
"659",47.67,-122.325,"310-314 Northeast 57th Street, Seattle, WA 98105, USA","Seattle Medic 16",250,280.10034634607
"660",47.67,-122.32,"5692 8th Avenue Northeast, Seattle, WA 98105, USA","Seattle Medic 16",184,217.080519250224
"661",47.67,-122.315,"5615-5619 12th Avenue Northeast, Seattle, WA 98105, USA","Seattle Medic 16",275,303.971492973284
"662",47.67,-122.31,"1681-1699 Northeast Ravenna Boulevard, Seattle, WA 98105, USA","Seattle Medic 16",285,313.51995162417
"663",47.67,-122.305,"2100-2198 Candy Cane Lane, Seattle, WA 98105, USA","Seattle Medic 16",378,402.320617077407
"664",47.67,-122.3,"2514 Northeast 57th Street, Seattle, WA 98105, USA","Seattle Medic 16",416,438.604759950773
"665",47.67,-122.295,"5550-5554 30th Avenue Northeast, Seattle, WA 98105, USA","Seattle Medic 16",470,490.166436665556
"666",47.67,-122.29,"5550 35th Avenue Northeast, Seattle, WA 98105, USA","Seattle Medic 16",454,474.888902824139
"667",47.67,-122.285,"5625 40th Avenue Northeast, Seattle, WA 98105, USA","Seattle Medic 16",516,534.08934645963
"668",47.67,-122.28,"4345-4351 Northeast 57th Street, Seattle, WA 98105, USA","Seattle Medic 16",584,599.018865285654
"669",47.67,-122.275,"4833 Purdue Avenue Northeast, Seattle, WA 98105, USA","Seattle Medic 16",632,644.851466809905
"670",47.67,-122.27,"5700-5798 Coniston Road Northeast, Seattle, WA 98105, USA","Seattle Medic 16",694,704.051910445397
"671",47.67,-122.265,"5809-5815 Northeast 57th Street, Seattle, WA 98105, USA","Seattle Medic 16",770,776.620196192128
"672",47.67,-122.26,"6353-6399 Northeast 57th Street, Seattle, WA 98105, USA","Seattle Medic 16",813,817.678568390937
"673",47.67,-122.255,"6539 Northeast Windermere Road, Seattle, WA 98105, USA","Seattle Medic 16",842,845.369098478506
"674",47.675,-122.41,"6533 Seaview Avenue Northwest, Seattle, WA 98117, USA","Seattle Medic 18",508,526.450579538922
"675",47.675,-122.405,"6401 37th Avenue Northwest, Seattle, WA 98107, USA","Seattle Medic 18",417,439.559605815862
"676",47.675,-122.4,"3238 Northwest 64th Street, Seattle, WA 98107, USA","Seattle Medic 18",384,408.049692267939
"677",47.675,-122.395,"2845-2847 Northwest 64th Street, Seattle, WA 98107, USA","Seattle Medic 18",319,345.984711037181
"678",47.675,-122.39,"6300-6316 26th Avenue Northwest, Seattle, WA 98107, USA","Seattle Medic 18",280,308.745722298727
"679",47.675,-122.385,"6316 22nd Avenue Northwest, Seattle, WA 98107, USA","Seattle Medic 18",234,264.822812504652
"680",47.675,-122.38,"1720 Northwest 64th Street, Seattle, WA 98107, USA","Seattle Medic 18",160,194.164218488098
"681",47.675,-122.375,"1465 Northwest 64th Street, Seattle, WA 98107, USA","Seattle Medic 18",119,155.015538019466
"682",47.675,-122.37,"924-928 Northwest 64th Street, Seattle, WA 98107, USA","Seattle Medic 18",193,225.674132036021
"683",47.675,-122.365,"6228 7th Avenue Northwest, Seattle, WA 98107, USA","Seattle Medic 18",247,277.235808750804
"684",47.675,-122.36,"6215-6221 2nd Avenue Northwest, Seattle, WA 98107, USA","Seattle Medic 18",260,289.648804996955
"685",47.675,-122.355,"6315-6319 Greenwood Avenue North, Seattle, WA 98103, USA","Seattle Medic 18",330,356.488015553156
"686",47.675,-122.35,"6301-6399 Fremont Avenue North, Seattle, WA 98103, USA","Seattle Medic 16",385,409.004538133027
"687",47.675,-122.345,"6254-6498 West Green Lake Way North, Seattle, WA 98115, USA","Seattle Medic 16",376,400.41092534723
"688",47.675,-122.34,"5844 East Green Lake Way North, Seattle, WA 98103, USA","Seattle Medic 16",183,216.125673385135
"689",47.675,-122.335,"6300-6306 East Green Lake Way North, Seattle, WA 98103, USA","Seattle Medic 16",162,196.073910218275
"690",47.675,-122.33,"2319-2321 North 64th Street, Seattle, WA 98103, USA","Seattle Medic 16",184,217.080519250224
"691",47.675,-122.325,"6351-6399 Latona Avenue Northeast, Seattle, WA 98115, USA","Seattle Medic 16",164,197.983601948452
"692",47.675,-122.32,"801 Northeast 64th Street, Seattle, WA 98115, USA","Seattle Medic 16",93,130.189545527163
"693",47.675,-122.315,"1208-1256 Northeast 64th Street, Seattle, WA 98115, USA","Seattle Medic 16",188,220.899902710578
"694",47.675,-122.31,"6251-6299 17th Avenue Northeast, Seattle, WA 98115, USA","Seattle Medic 16",245,275.326117020627
"695",47.675,-122.305,"2101-2147 Northeast 63rd Street, Seattle, WA 98115, USA","Seattle Medic 16",296,324.023256140144
"696",47.675,-122.3,"6237-6239 26th Avenue Northeast, Seattle, WA 98115, USA","Seattle Medic 16",343,368.901011799307
"697",47.675,-122.295,"6232 30th Avenue Northeast, Seattle, WA 98115, USA","Seattle Medic 16",380,404.230308807584
"698",47.675,-122.29,"6233 35th Avenue Northeast, Seattle, WA 98115, USA","Seattle Medic 16",403,426.191763704622
"699",47.675,-122.285,"6233-6237 40th Avenue Northeast, Seattle, WA 98115, USA","Seattle Medic 16",463,483.482515609936
"700",47.675,-122.28,"6236 45th Avenue Northeast, Seattle, WA 98115, USA","Seattle Medic 16",515,533.134500594542
"701",47.675,-122.275,"6201-6215 Northeast Princeton Way, Seattle, WA 98115, USA","Seattle Medic 16",541,557.960493086845
"702",47.675,-122.27,"6251-6257 53rd Avenue Northeast, Seattle, WA 98115, USA","Seattle Medic 16",624,637.212699889196
"703",47.675,-122.265,"6301-6399 Sand Point Way Northeast, Seattle, WA 98115, USA","Seattle Medic 16",713,722.19398188208
"704",47.675,-122.26,"6301 65th Avenue Northeast, Seattle, WA 98115, USA","Seattle Medic 16",814,818.633414256026
"705",47.675,-122.255,"6700-6998 Northeast 65th Street, Seattle, WA 98115, USA","Seattle Medic 16",752,759.432970620534
